name,code,long,gclat,gdlat,height,map
Rivalta,208,9.5875,44.75692,44.949337,116.33243,http://www.openstreetmap.org?zoom=17&lon=9.5875&lat=44.949337
"Asiago Observatory, Cima Ekar-ADAS",209,11.56883,45.657166,45.84948,1418.2305,http://www.openstreetmap.org?zoom=17&lon=11.56883&lat=45.84948
Alma-Ata,210,76.9573,42.996323,43.188274,1447.76,http://www.openstreetmap.org?zoom=17&lon=76.9573&lat=43.188274
Scandicci,211,11.1764,43.570267,43.76248,65.39316,http://www.openstreetmap.org?zoom=17&lon=11.1764&lat=43.76248
Observatorio La Dehesilla,212,355.35748,36.4692,36.653328,255.36058,http://www.openstreetmap.org?zoom=17&lon=355.35748&lat=36.653328
Observatorio Montcabre,213,2.38539,41.32879,41.51971,99.21182,http://www.openstreetmap.org?zoom=17&lon=2.38539&lat=41.51971
Garching Observatory,214,11.6569,48.06535,48.256588,478.8884,http://www.openstreetmap.org?zoom=17&lon=11.6569&lat=48.256588
Buchloe,215,10.7328,47.825882,48.01729,601.3787,http://www.openstreetmap.org?zoom=17&lon=10.7328&lat=48.01729
Observatoire des Cote de Meuse,216,5.6914,48.810944,49.00157,265.3986,http://www.openstreetmap.org?zoom=17&lon=5.6914&lat=49.00157
Assah,217,77.87114,43.03359,43.225525,2658.3027,http://www.openstreetmap.org?zoom=17&lon=77.87114&lat=43.225525
Hyderabad,218,78.4541,17.322163,17.431845,530.1786,http://www.openstreetmap.org?zoom=17&lon=78.4541&lat=17.431845
Japal-Rangapur,219,78.7283,16.990488,17.098326,678.7977,http://www.openstreetmap.org?zoom=17&lon=78.7283&lat=17.098326
"Vainu Bappu Observatory, Kavalur",220,78.8263,12.49475,12.576279,706.3459,http://www.openstreetmap.org?zoom=17&lon=78.8263&lat=12.576279
"IAS Observatory, Hakos",221,16.3617,-23.097214,-23.236366,1851.8064,http://www.openstreetmap.org?zoom=17&lon=16.3617&lat=-23.236366
Yerres-Canotiers,222,2.4939,48.51896,48.709854,67.819374,http://www.openstreetmap.org?zoom=17&lon=2.4939&lat=48.709854
Madras,223,80.2464,12.98448,13.0689945,31.189342,http://www.openstreetmap.org?zoom=17&lon=80.2464&lat=13.0689945
Ottmarsheim,224,7.50171,47.59319,47.78476,221.34543,http://www.openstreetmap.org?zoom=17&lon=7.50171&lat=47.78476
Northwood Ridge Observatory,225,288.825,43.035694,43.227703,137.51318,http://www.openstreetmap.org?zoom=17&lon=288.825&lat=43.227703
"Guido Ruggieri Observatory, Padua",226,11.8858,45.24147,45.43388,25.817934,http://www.openstreetmap.org?zoom=17&lon=11.8858&lat=45.43388
"OrbitJet Observatory, Colden",227,281.2853,42.446682,42.638386,469.5842,http://www.openstreetmap.org?zoom=17&lon=281.2853&lat=42.638386
"Bruno Zugna Observatory, Trieste",228,13.875,45.450047,45.64242,423.94107,http://www.openstreetmap.org?zoom=17&lon=13.875&lat=45.64242
"G. C. Gloriosi Astronomical Observatory, Salerno",229,14.9743,40.500668,40.69081,336.2038,http://www.openstreetmap.org?zoom=17&lon=14.9743&lat=40.69081
Mt. Wendelstein Observatory,230,12.0133,47.512466,47.704037,1931.2396,http://www.openstreetmap.org?zoom=17&lon=12.0133&lat=47.704037
Vesqueville,231,5.3983,49.81569,50.00528,462.55716,http://www.openstreetmap.org?zoom=17&lon=5.3983&lat=50.00528
Masquefa Observatory,232,1.3317,41.317627,41.508533,337.50565,http://www.openstreetmap.org?zoom=17&lon=1.3317&lat=41.508533
"Sauro Donati Astronomical Observatory, San Vito",233,10.5403,43.6628,43.85504,31.979286,http://www.openstreetmap.org?zoom=17&lon=10.5403&lat=43.85504
Coddenham Observatory,234,1.12833,51.95863,52.145252,48.28426,http://www.openstreetmap.org?zoom=17&lon=1.12833&lat=52.145252
"CAST Observatory, Talmassons",235,13.11352,45.743683,45.936024,25.523664,http://www.openstreetmap.org?zoom=17&lon=13.11352&lat=45.936024
Tomsk,236,84.9465,56.29082,56.468258,136.7215,http://www.openstreetmap.org?zoom=17&lon=84.9465&lat=56.468258
Baugy,237,2.7333,46.891575,47.083527,400.96042,http://www.openstreetmap.org?zoom=17&lon=2.7333&lat=47.083527
Grorudalen Optical Observatory,238,10.9094,59.782055,59.949146,139.44522,http://www.openstreetmap.org?zoom=17&lon=10.9094&lat=59.949146
Trebur,239,8.4114,49.735695,49.92539,97.9346,http://www.openstreetmap.org?zoom=17&lon=8.4114&lat=49.92539
Herrenberg Sternwarte,240,8.83317,48.43264,48.623592,537.69525,http://www.openstreetmap.org?zoom=17&lon=8.83317&lat=48.623592
Schaerding,241,13.47,48.25239,48.443493,430.5578,http://www.openstreetmap.org?zoom=17&lon=13.47&lat=48.443493
Varennes,242,1.6956,43.287006,43.47912,282.04706,http://www.openstreetmap.org?zoom=17&lon=1.6956&lat=43.47912
"Umbrella Observatory, Fredenbeck",243,9.413,53.343933,53.528076,3.9445937,http://www.openstreetmap.org?zoom=17&lon=9.413&lat=53.528076
Klet Observatory-KLENOT,246,14.28476,48.673264,48.86399,1112.1047,http://www.openstreetmap.org?zoom=17&lon=14.28476&lat=48.86399
Arecibo,251,293.24692,18.228798,18.343443,504.23953,http://www.openstreetmap.org?zoom=17&lon=293.24692&lat=18.343443
"Goldstone DSS 13, Fort Irwin",252,243.20512,35.06605,35.247196,1072.1382,http://www.openstreetmap.org?zoom=17&lon=243.20512&lat=35.247196
"Goldstone DSS 14, Fort Irwin",253,243.11047,35.244366,35.425915,1012.16406,http://www.openstreetmap.org?zoom=17&lon=243.11047&lat=35.425915
"Haystack, Westford",254,288.5113,42.43149,42.623196,155.72859,http://www.openstreetmap.org?zoom=17&lon=288.5113&lat=42.623196
Evpatoria,255,33.18689,44.996796,45.189217,62.87525,http://www.openstreetmap.org?zoom=17&lon=33.18689&lat=45.189217
Green Bank,256,280.16016,38.245888,38.43311,826.87067,http://www.openstreetmap.org?zoom=17&lon=280.16016&lat=38.43311
"Goldstone DSS 25, Fort Irwin",257,243.1246,35.15622,35.337574,958.0255,http://www.openstreetmap.org?zoom=17&lon=243.1246&lat=35.337574
EISCAT Tromso UHF,259,19.22586,69.460365,69.58649,89.743,http://www.openstreetmap.org?zoom=17&lon=19.22586&lat=69.58649
Siding Spring Observatory-DSS,260,149.0661,-31.106337,-31.276806,1185.1138,http://www.openstreetmap.org?zoom=17&lon=149.0661&lat=-31.276806
Palomar Mountain-DSS,261,243.14021,33.18087,33.357338,1686.9019,http://www.openstreetmap.org?zoom=17&lon=243.14021&lat=33.357338
"European Southern Observatory, La Silla-DSS",262,289.26627,-29.095068,-29.25882,2345.3652,http://www.openstreetmap.org?zoom=17&lon=289.26627&lat=-29.25882
New Horizons KBO Search-Subaru,266,204.52344,19.703194,19.825586,4130.239,http://www.openstreetmap.org?zoom=17&lon=204.52344&lat=19.825586
New Horizons KBO Search-CFHT,267,204.53044,19.702955,19.825346,4147.7495,http://www.openstreetmap.org?zoom=17&lon=204.53044&lat=19.825346
New Horizons KBO Search-Magellan/Clay,268,289.30804,-28.851385,-29.014269,2389.599,http://www.openstreetmap.org?zoom=17&lon=289.30804&lat=-29.014269
New Horizons KBO Search-Magellan/Baade,269,289.30914,-28.851902,-29.014788,2377.7883,http://www.openstreetmap.org?zoom=17&lon=289.30914&lat=-29.014788
Plonsk,276,20.38279,52.441647,52.627453,132.47925,http://www.openstreetmap.org?zoom=17&lon=20.38279&lat=52.627453
"Royal Observatory, Blackford Hill, Edinburgh",277,356.8175,55.746098,55.92492,114.879845,http://www.openstreetmap.org?zoom=17&lon=356.8175&lat=55.92492
"Peking, Transit of Venus site",278,116.4494,39.714775,39.90405,10.847719,http://www.openstreetmap.org?zoom=17&lon=116.4494&lat=39.90405
"Seeberg Observatory, Gotha (1787-1857)",279,10.72822,50.74556,50.93399,356.13565,http://www.openstreetmap.org?zoom=17&lon=10.72822&lat=50.93399
Lilienthal,280,8.9118,52.95578,53.14066,-22.208607,http://www.openstreetmap.org?zoom=17&lon=8.9118&lat=53.14066
Bologna,281,11.3522,44.30403,44.49641,89.173454,http://www.openstreetmap.org?zoom=17&lon=11.3522&lat=44.49641
Nimes,282,4.3603,43.647385,43.83962,66.455154,http://www.openstreetmap.org?zoom=17&lon=4.3603&lat=43.83962
Bremen,283,8.8163,52.891357,53.076355,6.0011163,http://www.openstreetmap.org?zoom=17&lon=8.8163&lat=53.076355
Driesen,284,15.8311,52.65273,52.83816,34.94078,http://www.openstreetmap.org?zoom=17&lon=15.8311&lat=52.83816
"Flammarion Observatory, Juvisy",285,2.3708,48.502655,48.69356,131.37344,http://www.openstreetmap.org?zoom=17&lon=2.3708&lat=48.69356
Yunnan Observatory,286,102.7883,24.878294,25.025448,1948.2183,http://www.openstreetmap.org?zoom=17&lon=102.7883&lat=25.025448
Mt. Graham-VATT,290,250.10799,32.52666,32.701294,3191.5286,http://www.openstreetmap.org?zoom=17&lon=250.10799&lat=32.701294
LPL/Spacewatch II,291,248.40024,31.78907,31.961596,2037.5889,http://www.openstreetmap.org?zoom=17&lon=248.40024&lat=31.961596
"Burlington, New Jersey",292,285.1058,39.882557,40.072033,4.9179225,http://www.openstreetmap.org?zoom=17&lon=285.1058&lat=40.072033
Burlington remote site,293,285.5899,39.609287,39.79843,25.999727,http://www.openstreetmap.org?zoom=17&lon=285.5899&lat=39.79843
"Astrophysical Obs., College of Staten Island",294,285.8467,40.413784,40.603848,30.967611,http://www.openstreetmap.org?zoom=17&lon=285.8467&lat=40.603848
"Catholic University Observatory, Washington",295,283.0,38.74851,38.936497,218.72668,http://www.openstreetmap.org?zoom=17&lon=283&lat=38.936497
"Dudley Observatory, Albany (after 1893)",296,286.2515,42.47132,42.663048,131.50092,http://www.openstreetmap.org?zoom=17&lon=286.2515&lat=42.663048
Middlebury,297,286.819,43.82308,44.01537,-163.79378,http://www.openstreetmap.org?zoom=17&lon=286.819&lat=44.01537
Van Vleck Observatory,298,287.3408,41.364216,41.55517,68.771286,http://www.openstreetmap.org?zoom=17&lon=287.3408&lat=41.55517
"Bosscha Observatory, Lembang",299,107.616,-6.780252,-6.8255086,1287.045,http://www.openstreetmap.org?zoom=17&lon=107.616&lat=-6.8255086
Bisei Spaceguard Center-BATTeRS,300,133.54443,34.49213,34.67196,427.4244,http://www.openstreetmap.org?zoom=17&lon=133.54443&lat=34.67196
Mont Megantic,301,288.8467,45.262527,45.454903,1126.3806,http://www.openstreetmap.org?zoom=17&lon=288.8467&lat=45.454903
University of the Andes station,302,288.88,8.615648,8.672754,8768.469,http://www.openstreetmap.org?zoom=17&lon=288.88&lat=8.672754
"OAN de Llano del Hato, Merida",303,289.1296,8.729835,8.787721,3624.768,http://www.openstreetmap.org?zoom=17&lon=289.1296&lat=8.787721
Las Campanas Observatory,304,289.298,-28.840702,-29.003551,2270.364,http://www.openstreetmap.org?zoom=17&lon=289.298&lat=-29.003551
"Purple Mountain, Hainan Island station",305,109.5514,34.76498,34.945454,471.4244,http://www.openstreetmap.org?zoom=17&lon=109.5514&lat=34.945454
"Observatorio Taya Beixo, Barquisimeto",306,290.6769,10.009506,10.075582,591.38416,http://www.openstreetmap.org?zoom=17&lon=290.6769&lat=10.075582
"Shattuck Observatory, Hanover",307,287.7166,43.511852,43.704044,208.96524,http://www.openstreetmap.org?zoom=17&lon=287.7166&lat=43.704044
Cerro Paranal,309,289.5957,-24.481806,-24.627209,2637.138,http://www.openstreetmap.org?zoom=17&lon=289.5957&lat=-24.627209
Minor Planet Center Test Code,310,288.87164,42.189903,42.381466,22.400082,http://www.openstreetmap.org?zoom=17&lon=288.87164&lat=42.381466
"Tsingtao field station, Xisha Islands",312,112.334,16.725594,16.831964,-178.90099,http://www.openstreetmap.org?zoom=17&lon=112.334&lat=16.831964
Quinns Rock,318,115.691,-31.478336,-31.649982,36.412327,http://www.openstreetmap.org?zoom=17&lon=115.691&lat=-31.649982
"Perth Observatory, Perth-Lowell Telescope",319,116.135,-31.835243,-32.00795,428.01816,http://www.openstreetmap.org?zoom=17&lon=116.135&lat=-32.00795
Chiro Observatory,320,116.4381,-30.760479,-30.929882,249.12903,http://www.openstreetmap.org?zoom=17&lon=116.4381&lat=-30.929882
Craigie,321,115.7571,-31.618397,-31.790466,67.058624,http://www.openstreetmap.org?zoom=17&lon=115.7571&lat=-31.790466
"Perth Observatory, Bickley-MCT",322,116.134,-31.836033,-32.008743,407.74026,http://www.openstreetmap.org?zoom=17&lon=116.134&lat=-32.008743
"Perth Observatory, Bickley",323,116.135,-31.836033,-32.008743,407.74026,http://www.openstreetmap.org?zoom=17&lon=116.135&lat=-32.008743
"Peking Observatory, Shaho Station",324,116.3277,39.911503,40.10101,45.193905,http://www.openstreetmap.org?zoom=17&lon=116.3277&lat=40.10101
"Peking Observatory, Xinglong Station",327,117.575,40.204422,40.394238,868.0897,http://www.openstreetmap.org?zoom=17&lon=117.575&lat=40.394238
"Purple Mountain Observatory, Nanking",330,118.8209,31.893778,32.066658,364.03732,http://www.openstreetmap.org?zoom=17&lon=118.8209&lat=32.066658
Desert Eagle Observatory,333,249.5236,31.789986,31.962534,1268.1294,http://www.openstreetmap.org?zoom=17&lon=249.5236&lat=31.962534
Tsingtao,334,120.3196,35.887024,36.06998,94.79357,http://www.openstreetmap.org?zoom=17&lon=120.3196&lat=36.06998
"Sheshan, formerly Zo-Se",337,121.1843,30.925991,31.095924,78.9669,http://www.openstreetmap.org?zoom=17&lon=121.1843&lat=31.095924
Toyonaka,340,135.4853,34.626774,34.80693,100.15273,http://www.openstreetmap.org?zoom=17&lon=135.4853&lat=34.80693
Akashina,341,137.9486,36.145485,36.328953,893.89197,http://www.openstreetmap.org?zoom=17&lon=137.9486&lat=36.328953
Shishikui,342,134.3189,33.37431,33.55134,43.416267,http://www.openstreetmap.org?zoom=17&lon=134.3189&lat=33.55134
Younchun,343,127.1258,38.0132,38.200077,130.15544,http://www.openstreetmap.org?zoom=17&lon=127.1258&lat=38.200077
Bohyunsan Optical Astronomy Observatory,344,128.9767,35.98171,36.164833,1142.9812,http://www.openstreetmap.org?zoom=17&lon=128.9767&lat=36.164833
Sobaeksan Optical Astronomy Observatory,345,128.4575,36.749916,36.93455,1354.3981,http://www.openstreetmap.org?zoom=17&lon=128.4575&lat=36.93455
KNUE Astronomical Observatory,346,127.3854,36.324024,36.507874,86.83646,http://www.openstreetmap.org?zoom=17&lon=127.3854&lat=36.507874
Utsunomiya-Imaizumi,347,139.9086,36.37944,36.5634,127.42832,http://www.openstreetmap.org?zoom=17&lon=139.9086&lat=36.5634
Ayabe,348,135.2669,35.126602,35.30791,64.320755,http://www.openstreetmap.org?zoom=17&lon=135.2669&lat=35.30791
Ageo,349,139.56622,35.773743,35.956467,22.875118,http://www.openstreetmap.org?zoom=17&lon=139.56622&lat=35.956467
Kurohone,350,139.2635,36.29812,36.48191,335.3133,http://www.openstreetmap.org?zoom=17&lon=139.2635&lat=36.48191
Sakamoto,351,135.8678,34.88756,35.06833,130.10089,http://www.openstreetmap.org?zoom=17&lon=135.8678&lat=35.06833
Konan,352,136.1778,34.766617,34.947098,210.0198,http://www.openstreetmap.org?zoom=17&lon=136.1778&lat=34.947098
Nishi Kobe,353,135.0648,34.56137,34.74137,174.83644,http://www.openstreetmap.org?zoom=17&lon=135.0648&lat=34.74137
Kawachi,354,140.0206,36.682796,36.86732,776.3231,http://www.openstreetmap.org?zoom=17&lon=140.0206&lat=36.86732
Hadano,355,139.2133,35.20695,35.388443,145.9871,http://www.openstreetmap.org?zoom=17&lon=139.2133&lat=35.388443
Kogota,356,141.0867,38.352848,38.54026,8.988358,http://www.openstreetmap.org?zoom=17&lon=141.0867&lat=38.54026
Shimotsuma,357,140.0064,36.001057,36.184254,32.460217,http://www.openstreetmap.org?zoom=17&lon=140.0064&lat=36.184254
Nanyo,358,140.1586,37.858482,38.045105,251.60669,http://www.openstreetmap.org?zoom=17&lon=140.1586&lat=38.045105
Wakayama,359,135.1719,34.035583,34.21431,25.471943,http://www.openstreetmap.org?zoom=17&lon=135.1719&lat=34.21431
Kuma Kogen,360,132.9442,33.49697,33.674305,608.7909,http://www.openstreetmap.org?zoom=17&lon=132.9442&lat=33.674305
Sumoto,361,134.8933,34.17049,34.349552,-14.148902,http://www.openstreetmap.org?zoom=17&lon=134.8933&lat=34.349552
Ray Observatory,362,140.655,42.4531,42.64481,259.64188,http://www.openstreetmap.org?zoom=17&lon=140.655&lat=42.64481
Yamada,363,130.7703,33.382896,33.55995,-11.894018,http://www.openstreetmap.org?zoom=17&lon=130.7703&lat=33.55995
YCPM Kagoshima Station,364,130.5747,31.473307,31.644932,215.69547,http://www.openstreetmap.org?zoom=17&lon=130.5747&lat=31.644932
Uto Observatory,365,135.9579,34.22995,34.40914,489.9644,http://www.openstreetmap.org?zoom=17&lon=135.9579&lat=34.40914
Miyasaka Observatory,366,138.3003,35.679955,35.862457,879.04083,http://www.openstreetmap.org?zoom=17&lon=138.3003&lat=35.862457
Yatsuka,367,133.167,35.318233,35.499973,29.4122,http://www.openstreetmap.org?zoom=17&lon=133.167&lat=35.499973
Ochiai,368,138.8117,35.62248,35.804836,1454.0016,http://www.openstreetmap.org?zoom=17&lon=138.8117&lat=35.804836
Chichibu,369,139.15,35.806396,35.98918,277.33093,http://www.openstreetmap.org?zoom=17&lon=139.15&lat=35.98918
Kochi,370,133.5273,33.375103,33.552135,25.513008,http://www.openstreetmap.org?zoom=17&lon=133.5273&lat=33.552135
Tokyo-Okayama,371,133.5965,34.394295,34.57389,356.42776,http://www.openstreetmap.org?zoom=17&lon=133.5965&lat=34.57389
Geisei,372,133.8276,33.34966,33.52662,139.09517,http://www.openstreetmap.org?zoom=17&lon=133.8276&lat=33.52662
Oishi,373,135.3397,33.953964,34.132473,338.08215,http://www.openstreetmap.org?zoom=17&lon=135.3397&lat=34.132473
Minami-Oda Observatory,374,134.7196,34.913784,35.094604,307.08313,http://www.openstreetmap.org?zoom=17&lon=134.7196&lat=35.094604
Uzurano,375,134.8708,34.77024,34.950726,413.4988,http://www.openstreetmap.org?zoom=17&lon=134.8708&lat=34.950726
Uenohara,376,139.0392,35.507607,35.689743,747.3845,http://www.openstreetmap.org?zoom=17&lon=139.0392&lat=35.689743
"Kwasan Observatory, Kyoto",377,135.7933,34.81403,34.99462,239.4237,http://www.openstreetmap.org?zoom=17&lon=135.7933&lat=34.99462
Murou,378,136.0142,34.390633,34.57022,385.54025,http://www.openstreetmap.org?zoom=17&lon=136.0142&lat=34.57022
Hamamatsu-Yuto,379,137.6279,34.52353,34.703445,-24.825428,http://www.openstreetmap.org?zoom=17&lon=137.6279&lat=34.703445
Ishiki,380,137.0349,34.634426,34.814606,-7.044528,http://www.openstreetmap.org?zoom=17&lon=137.0349&lat=34.814606
Tokyo-Kiso,381,137.62543,35.614872,35.797226,1175.0405,http://www.openstreetmap.org?zoom=17&lon=137.62543&lat=35.797226
Tokyo-Norikura,382,137.5553,35.930798,36.113766,2848.1958,http://www.openstreetmap.org?zoom=17&lon=137.5553&lat=36.113766
Chirorin,383,137.8959,36.57737,36.761696,685.6057,http://www.openstreetmap.org?zoom=17&lon=137.8959&lat=36.761696
Shimada,384,138.1792,34.638203,34.818382,284.2832,http://www.openstreetmap.org?zoom=17&lon=138.1792&lat=34.818382
Nihondaira Observatory,385,138.468,34.789833,34.970364,302.57324,http://www.openstreetmap.org?zoom=17&lon=138.468&lat=34.970364
Yatsugatake-Kobuchizawa,386,138.3217,35.708218,35.890774,1105.2382,http://www.openstreetmap.org?zoom=17&lon=138.3217&lat=35.890774
Tokyo-Dodaira,387,139.1944,35.82324,36.006042,848.4535,http://www.openstreetmap.org?zoom=17&lon=139.1944&lat=36.006042
Tokyo-Mitaka,388,139.5421,35.490135,35.672253,60.39959,http://www.openstreetmap.org?zoom=17&lon=139.5421&lat=35.672253
Tokyo (before 1938),389,139.7447,35.472332,35.65441,-25.50047,http://www.openstreetmap.org?zoom=17&lon=139.7447&lat=35.65441
Utsunomiya,390,139.8725,36.3721,36.55604,157.36015,http://www.openstreetmap.org?zoom=17&lon=139.8725&lat=36.55604
"Sendai Observatory, Ayashi Station",391,140.77843,38.078262,38.265244,121.05101,http://www.openstreetmap.org?zoom=17&lon=140.77843&lat=38.265244
JCPM Sapporo Station,392,141.3667,42.72149,42.913345,231.03494,http://www.openstreetmap.org?zoom=17&lon=141.3667&lat=42.913345
JCPM Sakura Station,393,140.1292,35.90844,36.091454,-142.14279,http://www.openstreetmap.org?zoom=17&lon=140.1292&lat=36.091454
JCPM Hamatonbetsu Station,394,142.3208,44.919243,45.111664,35.73545,http://www.openstreetmap.org?zoom=17&lon=142.3208&lat=45.111664
Tokyo-Asahikawa,395,142.3583,43.648533,43.84078,-251.92046,http://www.openstreetmap.org?zoom=17&lon=142.3583&lat=43.84078
Asahikawa,396,142.4208,43.55117,43.74338,-23.742657,http://www.openstreetmap.org?zoom=17&lon=142.4208&lat=43.74338
Sapporo Science Center,397,141.4761,42.8416,43.033524,29.3846,http://www.openstreetmap.org?zoom=17&lon=141.4761&lat=43.033524
Nagatoro,398,139.108,35.941765,36.124832,191.33012,http://www.openstreetmap.org?zoom=17&lon=139.108&lat=36.124832
Kushiro,399,144.59,42.88629,43.078236,131.52849,http://www.openstreetmap.org?zoom=17&lon=144.59&lat=43.078236
Kitami,400,143.7827,43.56623,43.758442,165.32877,http://www.openstreetmap.org?zoom=17&lon=143.7827&lat=43.758442
