name,code,long,gclat,gdlat,height,map
"Yerkes Observatory, Williams Bay",754,271.4432,42.378407,42.570072,335.7023,http://www.openstreetmap.org?zoom=17&lon=271.4432&lat=42.570072
Optec Observatory,755,274.6478,42.72311,42.91497,224.46892,http://www.openstreetmap.org?zoom=17&lon=274.6478&lat=42.91497
"Dearborn Observatory, Evanston (bef. July 1939)",756,272.32568,41.86619,42.05753,126.365585,http://www.openstreetmap.org?zoom=17&lon=272.32568&lat=42.05753
High Point,757,280.005,35.855736,36.038624,322.9339,http://www.openstreetmap.org?zoom=17&lon=280.005&lat=36.038624
"BCC Observatory, Cocoa",758,279.2379,28.224367,28.38503,6.625436,http://www.openstreetmap.org?zoom=17&lon=279.2379&lat=28.38503
Nashville,759,273.1947,35.86974,36.052654,351.56598,http://www.openstreetmap.org?zoom=17&lon=273.1947&lat=36.052654
"Goethe Link Observatory, Brooklyn",760,273.6048,39.360573,39.549393,293.69785,http://www.openstreetmap.org?zoom=17&lon=273.6048&lat=39.549393
Zephyrhills,761,277.6456,28.110971,28.271212,17.880169,http://www.openstreetmap.org?zoom=17&lon=277.6456&lat=28.271212
"Four Winds Observatory, Lake Leelanau",762,274.2008,44.764225,44.956642,205.86679,http://www.openstreetmap.org?zoom=17&lon=274.2008&lat=44.956642
King City,763,280.4658,43.722515,43.91477,308.7843,http://www.openstreetmap.org?zoom=17&lon=280.4658&lat=43.91477
"Puckett Observatory, Stone Mountain",764,275.1439,33.54484,33.72231,326.52023,http://www.openstreetmap.org?zoom=17&lon=275.1439&lat=33.72231
Cincinnati,765,275.5775,38.95046,39.138733,277.1274,http://www.openstreetmap.org?zoom=17&lon=275.5775&lat=39.138733
"Michigan State University Obs., East Lansing",766,275.5167,42.514816,42.706566,252.00124,http://www.openstreetmap.org?zoom=17&lon=275.5167&lat=42.706566
Ann Arbor,767,276.2697,42.088806,42.280293,293.49088,http://www.openstreetmap.org?zoom=17&lon=276.2697&lat=42.280293
"Dearborn Observatory, Evanston (aft. Oct. 1939)",768,272.3249,41.86794,42.05928,129.92569,http://www.openstreetmap.org?zoom=17&lon=272.3249&lat=42.05928
"McMillin Observatory, Columbus",769,276.9892,39.808216,39.997597,225.00732,http://www.openstreetmap.org?zoom=17&lon=276.9892&lat=39.997597
"Crescent Moon Observatory, Columbus",770,274.0786,39.03684,39.22523,205.27002,http://www.openstreetmap.org?zoom=17&lon=274.0786&lat=39.22523
"Boyeros Observatory, Havana",771,277.57,22.875313,23.013304,7724.3037,http://www.openstreetmap.org?zoom=17&lon=277.57&lat=23.013304
"Boltwood Observatory, Stittsville",772,284.0865,45.061684,45.2541,131.36415,http://www.openstreetmap.org?zoom=17&lon=284.0865&lat=45.2541
"Warner and Swasey Observatory, Cleveland",773,278.4318,41.34602,41.536953,236.05968,http://www.openstreetmap.org?zoom=17&lon=278.4318&lat=41.536953
"Warner and Swasey Nassau Station, Chardon",774,278.925,41.400585,41.59156,414.1124,http://www.openstreetmap.org?zoom=17&lon=278.925&lat=41.59156
"Sayre Observatory, South Bethlehem",775,284.6168,40.416275,40.60634,100.16657,http://www.openstreetmap.org?zoom=17&lon=284.6168&lat=40.60634
"Foggy Bottom, Hamilton",776,284.4669,42.62451,42.816315,407.28308,http://www.openstreetmap.org?zoom=17&lon=284.4669&lat=42.816315
Toronto,777,280.6017,43.47449,43.66667,123.80657,http://www.openstreetmap.org?zoom=17&lon=280.6017&lat=43.66667
"Allegheny Observatory, Pittsburgh",778,279.9778,40.292755,40.48268,355.90833,http://www.openstreetmap.org?zoom=17&lon=279.9778&lat=40.48268
"David Dunlap Observatory, Richmond Hill",779,280.5779,43.670555,43.862793,240.37108,http://www.openstreetmap.org?zoom=17&lon=280.5779&lat=43.862793
"Leander McCormick Observatory, Charlottesville",780,281.4778,37.847008,38.033615,225.57173,http://www.openstreetmap.org?zoom=17&lon=281.4778&lat=38.033615
Quito,781,281.5075,-0.23194227,-0.2335047,2922.7988,http://www.openstreetmap.org?zoom=17&lon=281.5075&lat=-0.2335047
"Quito, comet astrograph station",782,281.65,0.0,0.0,-6378.137,http://www.openstreetmap.org?zoom=17&lon=281.65&lat=0
Rixeyville,783,282.02,38.462948,38.650284,8213.037,http://www.openstreetmap.org?zoom=17&lon=282.02&lat=38.650284
"Stull Observatory, Alfred University",784,282.2146,42.059288,42.250748,585.70605,http://www.openstreetmap.org?zoom=17&lon=282.2146&lat=42.250748
"Fitz-Randolph Observatory, Princeton",785,285.3542,40.155766,40.34555,38.9962,http://www.openstreetmap.org?zoom=17&lon=285.3542&lat=40.34555
"U.S. Naval Obs., Washington (since 1893)",786,282.9345,38.73247,38.920444,90.835686,http://www.openstreetmap.org?zoom=17&lon=282.9345&lat=38.920444
"U.S. Naval Obs., Washington (before 1893)",787,282.9494,38.70631,38.894245,38.426117,http://www.openstreetmap.org?zoom=17&lon=282.9494&lat=38.894245
"Mount Cuba Observatory, Wilmington",788,284.3667,39.59511,39.784237,124.387794,http://www.openstreetmap.org?zoom=17&lon=284.3667&lat=39.784237
"Litchfield Observatory, Clinton",789,284.594,42.862804,43.054733,309.93472,http://www.openstreetmap.org?zoom=17&lon=284.594&lat=43.054733
"Dominion Observatory, Ottawa",790,284.2835,45.201694,45.394108,84.08076,http://www.openstreetmap.org?zoom=17&lon=284.2835&lat=45.394108
"Flower and Cook Observatory, Philadelphia",791,284.5236,39.809757,39.99914,119.42221,http://www.openstreetmap.org?zoom=17&lon=284.5236&lat=39.99914
"University of Rhode Island, Quonochontaug",792,288.29904,41.162533,41.353317,-24.215662,http://www.openstreetmap.org?zoom=17&lon=288.29904&lat=41.353317
"Dudley Observatory, Albany (before 1893)",793,286.22,42.46194,42.653667,38.69542,http://www.openstreetmap.org?zoom=17&lon=286.22&lat=42.653667
"Vassar College Observatory, Poughkeepsie",794,286.11,41.497112,41.688175,55.11829,http://www.openstreetmap.org?zoom=17&lon=286.11&lat=41.688175
Rutherford,795,286.0386,40.61952,40.80979,10.134201,http://www.openstreetmap.org?zoom=17&lon=286.0386&lat=40.80979
Stamford,796,286.45,40.899933,41.090424,1985.4861,http://www.openstreetmap.org?zoom=17&lon=286.45&lat=41.090424
"Yale Observatory, New Haven",797,287.0751,41.12558,41.31633,49.109974,http://www.openstreetmap.org?zoom=17&lon=287.0751&lat=41.31633
"Yale Observatory, Bethany",798,287.0154,41.235855,41.426697,220.81564,http://www.openstreetmap.org?zoom=17&lon=287.0154&lat=41.426697
Winchester,799,288.865,42.261723,42.453327,41.56401,http://www.openstreetmap.org?zoom=17&lon=288.865&lat=42.453327
"Harvard Observatory, Arequipa",800,288.4511,-16.270792,-16.374554,2429.0156,http://www.openstreetmap.org?zoom=17&lon=288.4511&lat=-16.374554
Oak Ridge Observatory,801,288.44232,42.31373,42.50536,179.86832,http://www.openstreetmap.org?zoom=17&lon=288.44232&lat=42.50536
"Harvard Observatory, Cambridge",802,288.87164,42.189903,42.381466,22.400082,http://www.openstreetmap.org?zoom=17&lon=288.87164&lat=42.381466
Taunton,803,288.9167,41.708828,41.900055,46.91911,http://www.openstreetmap.org?zoom=17&lon=288.9167&lat=41.900055
Santiago-San Bernardo,804,289.3121,-33.385628,-33.56267,571.1911,http://www.openstreetmap.org?zoom=17&lon=289.3121&lat=-33.56267
Santiago-Cerro El Roble,805,288.98,-32.806084,-32.98152,2209.0696,http://www.openstreetmap.org?zoom=17&lon=288.98&lat=-32.98152
Santiago-Cerro Calan,806,289.4513,-33.22023,-33.396828,868.68805,http://www.openstreetmap.org?zoom=17&lon=289.4513&lat=-33.396828
"Cerro Tololo Observatory, La Serena",807,289.1941,-30.002264,-30.169132,2379.5413,http://www.openstreetmap.org?zoom=17&lon=289.1941&lat=-30.169132
El Leoncito,808,290.6708,-31.629961,-31.802002,2361.0796,http://www.openstreetmap.org?zoom=17&lon=290.6708&lat=-31.802002
"European Southern Observatory, La Silla",809,289.26627,-29.095068,-29.25882,2345.3652,http://www.openstreetmap.org?zoom=17&lon=289.26627&lat=-29.25882
"Wallace Observatory, Westford",810,288.5154,42.418514,42.610214,102.90286,http://www.openstreetmap.org?zoom=17&lon=288.5154&lat=42.610214
"Maria Mitchell Observatory, Nantucket",811,289.89566,41.089897,41.28062,11.919114,http://www.openstreetmap.org?zoom=17&lon=289.89566&lat=41.28062
Vina del Mar,812,288.4543,-32.782574,-32.958,136.6215,http://www.openstreetmap.org?zoom=17&lon=288.4543&lat=-32.958
Santiago-Quinta Normal (1862-1920),813,289.3083,-33.2684,-33.445137,507.41336,http://www.openstreetmap.org?zoom=17&lon=289.3083&lat=-33.445137
North Scituate,814,288.41916,41.659985,41.851173,121.96989,http://www.openstreetmap.org?zoom=17&lon=288.41916&lat=41.851173
Santiago-Santa Lucia (1849-1861),815,289.3479,-33.263638,-33.440353,615.84174,http://www.openstreetmap.org?zoom=17&lon=289.3479&lat=-33.440353
Rand Observatory,816,285.7583,44.146633,44.338974,537.6023,http://www.openstreetmap.org?zoom=17&lon=285.7583&lat=44.338974
Sudbury,817,288.6104,42.15816,42.3497,67.36769,http://www.openstreetmap.org?zoom=17&lon=288.6104&lat=42.3497
"Gemeaux Observatory, Laval",818,286.4167,45.158264,45.35067,368.4117,http://www.openstreetmap.org?zoom=17&lon=286.4167&lat=45.35067
Val-des-Bois,819,284.385,45.70251,45.894855,168.9129,http://www.openstreetmap.org?zoom=17&lon=284.385&lat=45.894855
Tarija,820,295.37582,-21.464909,-21.596254,1842.1353,http://www.openstreetmap.org?zoom=17&lon=295.37582&lat=-21.596254
Cordoba-Bosque Alegre,821,295.4504,-31.426868,-31.598326,1213.0724,http://www.openstreetmap.org?zoom=17&lon=295.4504&lat=-31.598326
Cordoba,822,295.80136,-31.249113,-31.420044,427.5993,http://www.openstreetmap.org?zoom=17&lon=295.80136&lat=-31.420044
Fitchburg,823,288.1691,42.4182,42.60989,330.0886,http://www.openstreetmap.org?zoom=17&lon=288.1691&lat=42.60989
Lake Clear,824,285.7528,44.14988,44.34222,533.45,http://www.openstreetmap.org?zoom=17&lon=285.7528&lat=44.34222
Granville,825,288.2595,42.146427,42.337955,173.03093,http://www.openstreetmap.org?zoom=17&lon=288.2595&lat=42.337955
Plessissville,826,288.2282,46.02724,46.219513,113.122635,http://www.openstreetmap.org?zoom=17&lon=288.2282&lat=46.219513
Saint-Felicien,827,287.5393,48.460373,48.651314,100.98705,http://www.openstreetmap.org?zoom=17&lon=287.5393&lat=48.651314
Assonet,828,288.9758,41.611713,41.802868,53.53195,http://www.openstreetmap.org?zoom=17&lon=288.9758&lat=41.802868
Complejo Astronomico El Leoncito,829,290.6979,-31.627295,-31.799324,2477.0757,http://www.openstreetmap.org?zoom=17&lon=290.6979&lat=-31.799324
Hudson,830,288.5697,42.604885,42.796688,39.46806,http://www.openstreetmap.org?zoom=17&lon=288.5697&lat=42.796688
"Rosemary Hill Observatory, University of Florida",831,277.4134,29.237339,29.40165,48.82817,http://www.openstreetmap.org?zoom=17&lon=277.4134&lat=29.40165
Etters,832,283.185,39.975258,40.16483,347.01147,http://www.openstreetmap.org?zoom=17&lon=283.185&lat=40.16483
"Obs. Astronomico de Mercedes, Buenos Aires",833,301.4633,-34.45018,-34.62992,-4.636858,http://www.openstreetmap.org?zoom=17&lon=301.4633&lat=-34.62992
Buenos Aires-AAAA,834,301.5654,-34.425514,-34.605194,39.416935,http://www.openstreetmap.org?zoom=17&lon=301.5654&lat=-34.605194
"Drum Hill Station, Chelmsford",835,288.6428,42.420525,42.612225,48.442917,http://www.openstreetmap.org?zoom=17&lon=288.6428&lat=42.612225
"Furnace Brook Observatory, Cranston",836,288.5011,41.567017,41.758137,61.97518,http://www.openstreetmap.org?zoom=17&lon=288.5011&lat=41.758137
Jupiter,837,279.7553,26.76095,26.915983,-25.158943,http://www.openstreetmap.org?zoom=17&lon=279.7553&lat=26.915983
Dayton,838,275.8628,39.554054,39.743122,225.7219,http://www.openstreetmap.org?zoom=17&lon=275.8628&lat=39.743122
La Plata,839,302.0678,-34.727985,-34.908382,11.056794,http://www.openstreetmap.org?zoom=17&lon=302.0678&lat=-34.908382
Flint,840,276.2833,42.822586,43.014496,237.69398,http://www.openstreetmap.org?zoom=17&lon=276.2833&lat=43.014496
"Martin Observatory, Blacksburg",841,279.44232,37.147427,37.332806,978.7788,http://www.openstreetmap.org?zoom=17&lon=279.44232&lat=37.332806
Gettysburg College Observatory,842,282.7678,39.64198,39.83116,149.08029,http://www.openstreetmap.org?zoom=17&lon=282.7678&lat=39.83116
"Emerald Lane Observatory, Decatur",843,273.0648,34.343723,34.523197,201.39374,http://www.openstreetmap.org?zoom=17&lon=273.0648&lat=34.523197
Observatorio Astronomico Los Molinos,844,303.8098,-34.575447,-34.75548,88.756744,http://www.openstreetmap.org?zoom=17&lon=303.8098&lat=-34.75548
"Ford Observatory, Ithaca",845,283.5058,42.22571,42.417286,356.34174,http://www.openstreetmap.org?zoom=17&lon=283.5058&lat=42.417286
"Principia Astronomical Observatory, Elsah",846,269.655,38.662155,38.85002,193.5552,http://www.openstreetmap.org?zoom=17&lon=269.655&lat=38.85002
"Lunar Cafe Observator, Flint",847,275.975,44.849854,45.042267,250.87659,http://www.openstreetmap.org?zoom=17&lon=275.975&lat=45.042267
"Tenagra Observatory, Cottage Grove",848,237.0219,43.51023,43.70242,213.04788,http://www.openstreetmap.org?zoom=17&lon=237.0219&lat=43.70242
"Everstar Observatory, Olathe",849,265.1694,38.715984,38.903923,331.78455,http://www.openstreetmap.org?zoom=17&lon=265.1694&lat=38.903923
"Cordell-Lorenz Observatory, Sewanee",850,274.0802,35.02303,35.20409,669.6265,http://www.openstreetmap.org?zoom=17&lon=274.0802&lat=35.20409
"Burke-Gaffney Observatory, Halifax",851,296.41962,44.438187,44.630585,2.642676,http://www.openstreetmap.org?zoom=17&lon=296.41962&lat=44.630585
"River Moss Observatory, St. Peters",852,269.405,38.60157,38.78935,160.81494,http://www.openstreetmap.org?zoom=17&lon=269.405&lat=38.78935
Biosphere 2 Observatory,853,249.1517,32.402103,32.576435,1189.8586,http://www.openstreetmap.org?zoom=17&lon=249.1517&lat=32.576435
"Sabino Canyon Observatory, Tucson",854,249.17995,32.1263,32.29985,835.77496,http://www.openstreetmap.org?zoom=17&lon=249.17995&lat=32.29985
"Wayside Observatory, Minnetonka",855,266.5383,44.72811,44.920525,255.26962,http://www.openstreetmap.org?zoom=17&lon=266.5383&lat=44.920525
Riverside,856,242.554,33.81732,33.995487,380.4319,http://www.openstreetmap.org?zoom=17&lon=242.554&lat=33.995487
"Iowa Robotic Observatory, Sonoita",857,249.3992,31.492867,31.664515,1554.5918,http://www.openstreetmap.org?zoom=17&lon=249.3992&lat=31.664515
"Tebbutt Observatory, Edgewood",858,253.78,34.913105,35.09387,2198.4531,http://www.openstreetmap.org?zoom=17&lon=253.78&lat=35.09387
Wykrota Observatory-CEAMIG,859,316.3097,-19.701546,-19.82398,1482.9487,http://www.openstreetmap.org?zoom=17&lon=316.3097&lat=-19.82398
Valinhos,860,313.0347,-22.865183,-23.003275,877.28613,http://www.openstreetmap.org?zoom=17&lon=313.0347&lat=-23.003275
Barao Geraldo,861,312.9204,-22.645393,-22.782457,589.0333,http://www.openstreetmap.org?zoom=17&lon=312.9204&lat=-22.782457
Saku,862,138.5262,35.957794,36.14088,780.7722,http://www.openstreetmap.org?zoom=17&lon=138.5262&lat=36.14088
Furukawa,863,137.18,36.078,36.261417,-2156.387,http://www.openstreetmap.org?zoom=17&lon=137.18&lat=36.261417
Kumamoto,864,130.7533,32.50115,32.675793,65.1826,http://www.openstreetmap.org?zoom=17&lon=130.7533&lat=32.675793
"Emmy Observatory, New Paltz",865,285.8792,41.518272,41.70935,100.169464,http://www.openstreetmap.org?zoom=17&lon=285.8792&lat=41.70935
"U.S. Naval Academy, Michelson",866,283.51,38.79331,38.981365,145.11972,http://www.openstreetmap.org?zoom=17&lon=283.51&lat=38.981365
Saji Observatory,867,134.1222,35.15756,35.338932,392.51746,http://www.openstreetmap.org?zoom=17&lon=134.1222&lat=35.338932
Hidaka Observatory,868,135.1359,33.74479,33.92278,24.138514,http://www.openstreetmap.org?zoom=17&lon=135.1359&lat=33.92278
Tosa,869,133.4298,33.316246,33.493122,-26.118414,http://www.openstreetmap.org?zoom=17&lon=133.4298&lat=33.493122
Campinas,870,313.1741,-22.762897,-22.900507,1030.1467,http://www.openstreetmap.org?zoom=17&lon=313.1741&lat=-22.900507
Akou,871,134.3925,34.56855,34.74857,30.31098,http://www.openstreetmap.org?zoom=17&lon=134.3925&lat=34.74857
Tokushima,872,134.2411,33.911816,34.09023,91.34252,http://www.openstreetmap.org?zoom=17&lon=134.2411&lat=34.09023
Kurashiki Observatory,873,133.7717,34.41311,34.59276,17.529451,http://www.openstreetmap.org?zoom=17&lon=133.7717&lat=34.59276
"Observatorio do Pico dos Dias, Itajuba",874,314.41736,-22.399614,-22.535486,1810.6677,http://www.openstreetmap.org?zoom=17&lon=314.41736&lat=-22.535486
Yorii,875,139.2353,35.91583,36.098843,140.1857,http://www.openstreetmap.org?zoom=17&lon=139.2353&lat=36.098843
Honjo,876,139.2467,36.045002,36.228287,52.406075,http://www.openstreetmap.org?zoom=17&lon=139.2467&lat=36.228287
Okutama,877,139.0828,35.631157,35.813557,657.8195,http://www.openstreetmap.org?zoom=17&lon=139.0828&lat=35.813557
Kagiya,878,136.9142,34.80674,34.98732,61.782654,http://www.openstreetmap.org?zoom=17&lon=136.9142&lat=34.98732
Tokai,879,137.3535,34.860455,35.04115,429.86047,http://www.openstreetmap.org?zoom=17&lon=137.3535&lat=35.04115
Rio de Janeiro,880,316.7771,-22.757576,-22.895182,33.26534,http://www.openstreetmap.org?zoom=17&lon=316.7771&lat=-22.895182
Toyota,881,137.2571,34.95424,35.13516,118.17416,http://www.openstreetmap.org?zoom=17&lon=137.2571&lat=35.13516
JCPM Oi Station,882,137.3558,34.98807,35.16906,426.51962,http://www.openstreetmap.org?zoom=17&lon=137.3558&lat=35.16906
Shizuoka,883,138.4215,34.83921,35.019867,20.71053,http://www.openstreetmap.org?zoom=17&lon=138.4215&lat=35.019867
Kawane,884,138.0792,34.9596,35.140522,380.948,http://www.openstreetmap.org?zoom=17&lon=138.0792&lat=35.140522
JCPM Yakiimo Station,885,138.4667,34.776196,34.956707,21.16725,http://www.openstreetmap.org?zoom=17&lon=138.4667&lat=34.956707
Mishima,886,138.9367,34.98958,35.170578,76.953545,http://www.openstreetmap.org?zoom=17&lon=138.9367&lat=35.170578
Ojima,887,139.3367,36.06187,36.24519,82.70653,http://www.openstreetmap.org?zoom=17&lon=139.3367&lat=36.24519
Gekko,888,138.9952,34.94386,35.12475,319.17538,http://www.openstreetmap.org?zoom=17&lon=138.9952&lat=35.12475
Karasuyama,889,140.1427,36.47088,36.655014,132.19519,http://www.openstreetmap.org?zoom=17&lon=140.1427&lat=36.655014
JCPM Tone Station,890,140.25,35.736385,35.919025,146.60661,http://www.openstreetmap.org?zoom=17&lon=140.25&lat=35.919025
JCPM Kimachi Station,891,140.8633,38.088272,38.275272,48.73465,http://www.openstreetmap.org?zoom=17&lon=140.8633&lat=38.275272
YGCO Hoshikawa and Nagano Stations,892,139.4753,35.95711,36.14022,16.26966,http://www.openstreetmap.org?zoom=17&lon=139.4753&lat=36.14022
Sendai Municipal Observatory,893,140.86221,38.072216,38.25919,46.023907,http://www.openstreetmap.org?zoom=17&lon=140.86221&lat=38.25919
Kiyosato,894,138.4476,35.716484,35.899055,1140.6276,http://www.openstreetmap.org?zoom=17&lon=138.4476&lat=35.899055
Hatamae,895,140.7203,38.122074,38.309116,333.42456,http://www.openstreetmap.org?zoom=17&lon=140.7203&lat=38.309116
Yatsugatake South Base Observatory,896,138.3678,35.69662,35.87915,1038.1041,http://www.openstreetmap.org?zoom=17&lon=138.3678&lat=35.87915
YGCO Chiyoda Station,897,139.4929,36.01046,36.19368,7.273782,http://www.openstreetmap.org?zoom=17&lon=139.4929&lat=36.19368
Fujieda,898,138.1883,34.721416,34.90179,278.65027,http://www.openstreetmap.org?zoom=17&lon=138.1883&lat=34.90179
Toma,899,142.55,43.648533,43.84078,-251.92046,http://www.openstreetmap.org?zoom=17&lon=142.55&lat=43.84078
Moriyama,900,135.98994,34.86903,35.049755,102.086975,http://www.openstreetmap.org?zoom=17&lon=135.98994&lat=35.049755
Tajimi,901,137.0877,35.161278,35.342667,139.00148,http://www.openstreetmap.org?zoom=17&lon=137.0877&lat=35.342667
Ootake,902,132.2208,34.042583,34.22133,14.952194,http://www.openstreetmap.org?zoom=17&lon=132.2208&lat=34.22133
Fukuchiyama and Kannabe,903,135.1769,35.08666,35.26788,46.610485,http://www.openstreetmap.org?zoom=17&lon=135.1769&lat=35.26788
Go-Chome and Kobe-Suma,904,135.12,34.437637,34.617317,1122.5647,http://www.openstreetmap.org?zoom=17&lon=135.12&lat=34.617317
Nachi-Katsuura Observatory,905,135.9246,33.433006,33.61019,13.273993,http://www.openstreetmap.org?zoom=17&lon=135.9246&lat=33.61019
Cobram,906,145.667,-35.733604,-35.916134,3851.7754,http://www.openstreetmap.org?zoom=17&lon=145.667&lat=-35.916134
Melbourne,907,144.9758,-37.645298,-37.831573,51.984463,http://www.openstreetmap.org?zoom=17&lon=144.9758&lat=-37.831573
Toyama,908,137.2467,36.441277,36.625355,68.85303,http://www.openstreetmap.org?zoom=17&lon=137.2467&lat=36.625355
Snohomish Hilltop Observatory,909,237.8717,47.752953,47.944424,89.143234,http://www.openstreetmap.org?zoom=17&lon=237.8717&lat=47.944424
Caussols-ODAS,910,6.9267,43.55674,43.748913,1271.0216,http://www.openstreetmap.org?zoom=17&lon=6.9267&lat=43.748913
"Collins Observatory, Corning Community College",911,282.9233,41.927074,42.118458,179.51457,http://www.openstreetmap.org?zoom=17&lon=282.9233&lat=42.118458
"Carbuncle Hill Observatory, Greene",912,288.2342,41.51546,41.706535,163.32465,http://www.openstreetmap.org?zoom=17&lon=288.2342&lat=41.706535
"Observatorio Kappa Crucis, Montevideo",913,303.8161,-34.73212,-34.912525,20.852541,http://www.openstreetmap.org?zoom=17&lon=303.8161&lat=-34.912525
"Underwood Observatory, Hubbardston",914,288.0108,42.33946,42.5311,430.62067,http://www.openstreetmap.org?zoom=17&lon=288.0108&lat=42.5311
"River Oaks Observatory, New Braunfels",915,261.8789,29.624472,29.790117,300.7627,http://www.openstreetmap.org?zoom=17&lon=261.8789&lat=29.790117
"Oakley Observatory, Terre Haute",916,272.6836,39.29526,39.484,175.14159,http://www.openstreetmap.org?zoom=17&lon=272.6836&lat=39.484
Pacific Lutheran University Keck Observatory,917,237.5522,46.95177,47.1437,106.30126,http://www.openstreetmap.org?zoom=17&lon=237.5522&lat=47.1437
"Badlands Observatory, Quinn",918,257.8694,43.798508,43.990765,831.03424,http://www.openstreetmap.org?zoom=17&lon=257.8694&lat=43.990765
Desert Beaver Observatory,919,248.3183,32.574997,32.749844,261.24768,http://www.openstreetmap.org?zoom=17&lon=248.3183&lat=32.749844
"RIT Observatory, Rochester",920,282.3353,42.883858,43.0758,140.60881,http://www.openstreetmap.org?zoom=17&lon=282.3353&lat=43.0758
"SW Institute for Space Research, Cloudcroft",921,254.4725,32.815628,32.99109,2213.7214,http://www.openstreetmap.org?zoom=17&lon=254.4725&lat=32.99109
"Timberland Observatory, Decatur",922,272.8333,34.49136,34.671192,213.66321,http://www.openstreetmap.org?zoom=17&lon=272.8333&lat=34.671192
"The Bradstreet Observatory, St. Davids",923,284.63,39.861473,40.05092,116.94416,http://www.openstreetmap.org?zoom=17&lon=284.63&lat=40.05092
Observatoire du Cegep de Trois-Rivieres,924,287.6769,46.283417,46.475616,15.891732,http://www.openstreetmap.org?zoom=17&lon=287.6769&lat=46.475616
Palominas Observatory,925,249.8589,31.22974,31.400589,1329.6376,http://www.openstreetmap.org?zoom=17&lon=249.8589&lat=31.400589
"Tenagra II Observatory, Nogales",926,249.1209,31.291002,31.46204,1308.6809,http://www.openstreetmap.org?zoom=17&lon=249.1209&lat=31.46204
Madison-YRS,927,270.56195,42.599003,42.7908,276.8045,http://www.openstreetmap.org?zoom=17&lon=270.56195&lat=42.7908
"Moonedge Observatory, Northport",928,286.6761,40.714813,40.90518,-10.988821,http://www.openstreetmap.org?zoom=17&lon=286.6761&lat=40.90518
Port Allen,929,268.7758,30.23972,30.40744,11.451549,http://www.openstreetmap.org?zoom=17&lon=268.7758&lat=30.40744
"S. S. Observatory, Pamatai",930,210.41225,-17.44103,-17.551378,98.512474,http://www.openstreetmap.org?zoom=17&lon=210.41225&lat=-17.551378
Puna'auia,931,210.3842,-17.523268,-17.63407,-23.926191,http://www.openstreetmap.org?zoom=17&lon=210.3842&lat=-17.63407
"John J. McCarthy Obs., New Milford",932,286.57394,41.33479,41.525723,76.733955,http://www.openstreetmap.org?zoom=17&lon=286.57394&lat=41.525723
"Rockland Observatory, Sierra Vista",933,249.7342,31.305058,31.476135,1442.7943,http://www.openstreetmap.org?zoom=17&lon=249.7342&lat=31.476135
Poway Valley,934,242.9572,32.79198,32.96743,282.56754,http://www.openstreetmap.org?zoom=17&lon=242.9572&lat=32.96743
"Wyrick Observatory, Haymarket",935,282.3394,38.668053,38.855927,132.01503,http://www.openstreetmap.org?zoom=17&lon=282.3394&lat=38.855927
"Ibis Observatory, Manhattan",936,263.3792,39.000633,39.188976,296.31744,http://www.openstreetmap.org?zoom=17&lon=263.3792&lat=39.188976
"Bradbury Observatory, Stockton-on-Tees",937,358.69,54.412926,54.594856,33.33967,http://www.openstreetmap.org?zoom=17&lon=358.69&lat=54.594856
Linhaceira,938,351.6162,39.333893,39.522686,78.987144,http://www.openstreetmap.org?zoom=17&lon=351.6162&lat=39.522686
Observatorio Rodeno,939,359.6033,39.570805,39.75989,281.12955,http://www.openstreetmap.org?zoom=17&lon=359.6033&lat=39.75989
Waterlooville,940,358.9611,50.708694,50.897186,8.949233,http://www.openstreetmap.org?zoom=17&lon=358.9611&lat=50.897186
Observatorio Pla D'Arguines,941,359.6139,39.563744,39.75283,126.641945,http://www.openstreetmap.org?zoom=17&lon=359.6139&lat=39.75283
Grantham,942,359.3636,52.741615,52.926888,81.57069,http://www.openstreetmap.org?zoom=17&lon=359.3636&lat=52.926888
Peverell,943,355.8664,50.202442,50.391586,24.57453,http://www.openstreetmap.org?zoom=17&lon=355.8664&lat=50.391586
"Observatorio Geminis, Dos Hermanas",944,354.08316,37.09593,37.281242,49.802574,http://www.openstreetmap.org?zoom=17&lon=354.08316&lat=37.281242
Observatorio Monte Deva,945,354.3986,43.29679,43.4889,433.7488,http://www.openstreetmap.org?zoom=17&lon=354.3986&lat=43.4889
Ametlla de Mar,946,0.7931,40.73933,40.929718,156.24649,http://www.openstreetmap.org?zoom=17&lon=0.7931&lat=40.929718
Saint-Sulpice,947,2.1244,49.161476,49.351776,79.87686,http://www.openstreetmap.org?zoom=17&lon=2.1244&lat=49.351776
Pymoor,948,0.2189,52.282486,52.468567,-31.055353,http://www.openstreetmap.org?zoom=17&lon=0.2189&lat=52.468567
Durtal,949,359.8169,47.485992,47.677635,32.41014,http://www.openstreetmap.org?zoom=17&lon=359.8169&lat=47.677635
La Palma,950,342.1176,28.598246,28.76022,2320.7178,http://www.openstreetmap.org?zoom=17&lon=342.1176&lat=28.76022
Highworth,951,358.2983,51.449043,51.636467,102.86616,http://www.openstreetmap.org?zoom=17&lon=358.2983&lat=51.636467
Marxuquera,952,359.7583,38.764637,38.952656,28.420977,http://www.openstreetmap.org?zoom=17&lon=359.7583&lat=38.952656
Montjoia,953,2.1339,41.667892,41.85906,1017.86664,http://www.openstreetmap.org?zoom=17&lon=2.1339&lat=41.85906
